ego_speed	ego_lane	npc1_speed	npc1_distance	npc2_speed	npc1_lane	npc2_lane
49.871650046148595	2.0	49.871650046148595	110.1471721745221	40.75486651215617	2.0	2.0
49.61999505377963	2.0	49.61999505377963	113.80333425788098	46.35096167277058	2.0	1.0
39.03016239056393	1.0	39.03016239056393	126.9267002217191	47.6325125728647	1.0	2.0
48.45147102596557	1.0	48.45147102596557	132.84397925309085	41.296261337731394	1.0	1.0
48.87945145623178	1.0	48.87945145623178	134.35492879019063	37.71499898817145	1.0	2.0
45.10939915036469	1.0	45.10939915036469	109.68499209114528	49.955937137659554	1.0	2.0
39.32347485484189	2.0	39.32347485484189	128.3970277198245	35.33059691061935	2.0	1.0
36.25021970096704	1.0	36.25021970096704	99.46179636819534	49.97101854251865	1.0	2.0
35.8750537306967	1.0	35.8750537306967	127.93206758213145	47.17507778654975	1.0	1.0
35.36431021869476	1.0	35.36431021869476	102.16243108859365	38.65431681093071	1.0	1.0
39.96805953934627	2.0	39.96805953934627	129.41988517855498	32.98184182699192	2.0	2.0
34.40406181104861	1.0	34.40406181104861	124.137256728318	37.32314423656061	1.0	2.0
33.089310699374494	1.0	33.089310699374494	95.55217773335957	36.039667906523555	1.0	1.0
40.0069381459231	2.0	40.0069381459231	135.0951047626269	40.30953323010343	2.0	1.0
37.642179785913065	1.0	37.642179785913065	92.49907360007478	42.85103960774459	1.0	2.0
37.95409642311002	1.0	37.95409642311002	129.19247343580994	44.89754394839216	1.0	1.0
37.71522883248817	1.0	37.71522883248817	121.68039183581593	47.39051890454977	1.0	2.0
45.97439002999043	2.0	45.97439002999043	89.733067254003	36.19459068530506	2.0	1.0
30.873229384370777	2.0	30.873229384370777	135.15065564106084	33.842569770381225	2.0	1.0
48.56416688750429	2.0	48.56416688750429	125.5443866017217	46.69954684218449	2.0	1.0
40.55189073545682	1.0	40.55189073545682	96.46065103385703	44.131011701993536	1.0	2.0
49.19346796905511	1.0	49.19346796905511	112.616932268229	46.06823212823107	1.0	2.0
41.87404833582554	1.0	41.87404833582554	111.8111740076853	40.397499170415735	1.0	2.0
36.690133885760005	1.0	36.690133885760005	135.98559598636663	42.919723392847104	1.0	1.0
38.8215974834766	2.0	38.8215974834766	111.9059016529096	44.58864842353935	2.0	2.0
47.02203169668747	1.0	47.02203169668747	122.5855015037185	43.42568569995024	1.0	2.0
48.60211800093768	1.0	48.60211800093768	90.6594423535863	41.34811975373068	1.0	2.0
33.06039362832296	2.0	33.06039362832296	107.70451564136167	49.622970564291634	2.0	1.0
40.47864191339018	1.0	40.47864191339018	88.58375057796627	38.16215011350113	1.0	2.0
30.502307380141957	1.0	30.502307380141957	109.61791462463384	43.54969847078826	1.0	1.0
41.42865291583535	2.0	41.42865291583535	94.65239428330989	31.689710076482157	2.0	1.0
47.76267141834651	1.0	47.76267141834651	124.75655319928657	48.92119324294629	1.0	2.0
34.46827939619576	1.0	34.46827939619576	93.72501536212349	41.010078091763745	1.0	2.0
36.661614303796014	2.0	36.661614303796014	113.69036585832644	43.47657934749405	2.0	1.0
32.76242954269797	2.0	32.76242954269797	123.94462895359757	45.76676545212316	2.0	1.0
49.05296574007484	2.0	49.05296574007484	111.36667324919152	46.51986841248884	2.0	1.0
37.32262742481574	2.0	37.32262742481574	118.68783517218374	30.569780780254746	2.0	1.0
41.356776481670686	2.0	41.356776481670686	112.16167165736168	40.701415534194986	2.0	1.0
44.66481380459512	1.0	44.66481380459512	122.55667597359695	32.30467951814248	1.0	2.0
42.29540775886524	2.0	42.29540775886524	106.74369164583231	47.295225157509975	2.0	1.0
32.75004086065417	2.0	32.75004086065417	95.7225548377176	46.183977175465614	2.0	2.0
41.00941845319757	1.0	41.00941845319757	104.58209016790943	33.55485750043363	1.0	1.0
36.03291547166443	2.0	36.03291547166443	105.44254610098463	35.232913024872744	2.0	2.0
42.05954324943421	1.0	42.05954324943421	115.8070927630397	39.02789477721277	1.0	1.0
30.12008176916583	1.0	30.12008176916583	111.2408328463055	40.83783604297795	1.0	2.0
30.19838460914981	2.0	30.19838460914981	92.98015670319579	32.66184513292247	2.0	2.0
46.83863759025895	1.0	46.83863759025895	124.36085282704258	37.846882103136714	1.0	1.0
44.08916238856439	1.0	44.08916238856439	120.4365487424878	38.3838397338457	1.0	2.0
37.87728072082876	1.0	37.87728072082876	99.81529353181422	48.57525676474767	1.0	1.0
